City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Condition,Date
633,Berezovyy,RU,51.6667,135.7,27.72,86,95,3.58,overcast clouds,2021-10-30 14:59:46
634,Yumen,CN,40.2833,97.2,42.21,36,5,6.89,clear sky,2021-10-30 14:59:46
635,Port Augusta,AU,-32.5,137.7667,57.34,57,54,6.76,broken clouds,2021-10-30 14:59:47
636,Draguignan,FR,43.5333,6.4667,56.52,91,100,12.66,light intensity drizzle,2021-10-30 14:59:47
637,Norfolk,US,42.1668,-71.2495,59.31,96,90,9.22,mist,2021-10-30 14:56:32
638,Pangnirtung,CA,66.1451,-65.7125,32.0,100,90,2.3,snow,2021-10-30 14:59:47
639,Barra,BR,-11.0894,-43.1417,89.44,35,1,4.12,clear sky,2021-10-30 14:59:48
640,Esmeraldas,BR,-19.7625,-44.3139,82.51,49,87,5.84,overcast clouds,2021-10-30 14:59:48
641,Montepuez,MZ,-13.1256,38.9997,90.61,25,18,4.47,few clouds,2021-10-30 14:59:49
642,Port Macquarie,AU,-31.4333,152.9167,58.89,94,90,12.66,light rain,2021-10-30 14:59:49
643,Tamiahua,MX,21.2667,-97.45,76.35,68,34,3.94,scattered clouds,2021-10-30 14:59:49
644,Kamalpur,IN,24.2,91.8333,70.61,78,0,1.43,clear sky,2021-10-30 14:59:50
645,Taman,RU,45.2117,36.7161,52.12,61,0,18.41,clear sky,2021-10-30 14:59:50
646,Itarema,BR,-2.9248,-39.9167,85.19,59,49,14.58,scattered clouds,2021-10-30 14:59:50
647,Samokov,BG,42.3333,23.55,49.68,81,0,3.2,clear sky,2021-10-30 14:59:51
648,Inhambane,MZ,-23.865,35.3833,75.18,64,40,15.99,scattered clouds,2021-10-30 14:59:51
649,Ixtapa,MX,20.7,-105.2,80.22,86,6,1.01,clear sky,2021-10-30 14:59:52
650,Shingu,JP,33.7333,135.9833,61.21,86,100,4.94,overcast clouds,2021-10-30 14:59:52
651,Tegh,AM,39.5579,46.4772,41.43,87,100,1.12,overcast clouds,2021-10-30 14:59:52
652,Mondeville,FR,49.175,-0.3224,59.74,67,20,11.5,few clouds,2021-10-30 14:59:53
653,Barcelos,PT,41.5388,-8.6151,65.91,79,88,8.12,overcast clouds,2021-10-30 14:59:12
654,Banda Aceh,ID,5.5577,95.3222,79.0,81,100,4.52,overcast clouds,2021-10-30 14:59:53
655,Varkkallai,IN,8.7341,76.7067,78.58,90,100,5.39,light rain,2021-10-30 14:59:53
656,Engels,RU,51.5,46.1167,50.47,68,98,3.0,overcast clouds,2021-10-30 14:59:54
657,Darnah,LY,32.767,22.6367,71.22,68,22,12.5,few clouds,2021-10-30 14:59:54
658,Aksarka,RU,66.5606,67.7975,-0.92,93,50,6.29,scattered clouds,2021-10-30 14:59:55
